id_student,score_MAT,level_MAT,score_LEN,level_LEN,score_ING,level_ING
71639,512.308,3.0,485.2444,2.0,588.4934,3.0
71640,438.2445,2.0,663.173,4.0,408.7637,2.0
71641,413.2763,2.0,,,,
71642,382.3595,1.0,491.368,2.0,460.6864,2.0
71643,537.3502,3.0,404.2006,2.0,618.3339,4.0
71644,431.8548,2.0,400.1317,2.0,343.379,1.0
71645,771.2634,4.0,636.9039,4.0,712.5132,4.0
71646,449.7284,2.0,708.4792,4.0,521.3081,3.0
71647,427.135,2.0,550.9056,3.0,427.8741,2.0
71648,491.0764,2.0,387.0431,1.0,470.881,2.0
71649,607.8431,4.0,542.9725,3.0,564.1488,3.0
71650,388.007,1.0,445.312,2.0,513.0021,3.0
71651,571.9456,3.0,529.9338,3.0,581.0382,3.0
71652,539.2427,3.0,509.2649,3.0,521.7433,3.0
71653,705.2744,4.0,667.9896,4.0,632.7881,4.0
71654,471.5036,2.0,639.695,4.0,557.1733,3.0
71655,460.0936,2.0,467.9402,2.0,498.0709,2.0
71656,381.2601,1.0,485.3569,2.0,372.1341,1.0
71657,505.9204,3.0,571.6865,3.0,401.5627,2.0
71658,574.6391,3.0,539.6477,3.0,500.7835,3.0
71659,513.2093,3.0,411.2801,2.0,446.1726,2.0
71660,,,,,609.3222,4.0
71661,431.7035,2.0,435.6897,2.0,415.9375,2.0
71662,446.4178,2.0,363.9528,1.0,440.5985,2.0
71663,500.6617,3.0,391.5429,1.0,380.9312,1.0
71664,509.8187,3.0,415.0164,2.0,352.7032,1.0
71665,541.3773,3.0,459.7818,2.0,502.066,3.0
71666,388.0113,1.0,445.2006,2.0,486.6822,2.0
71667,404.6927,2.0,533.7943,3.0,354.6459,1.0
71668,534.3478,3.0,651.3289,4.0,553.9657,3.0
71669,659.4369,4.0,477.9902,2.0,446.9886,2.0
71670,399.0536,1.0,357.4794,1.0,533.0461,3.0
71671,746.8755,4.0,743.96,4.0,631.1359,4.0
71672,517.464,3.0,595.486,3.0,550.0472,3.0
71673,454.3457,2.0,373.4496,1.0,470.9566,2.0
71674,461.938,2.0,686.4396,4.0,551.6578,3.0
71675,512.7596,3.0,566.7339,3.0,599.2739,3.0
71676,434.0187,2.0,487.119,2.0,421.9571,2.0
71677,567.2449,3.0,480.1664,2.0,485.1278,2.0
71678,681.5937,4.0,704.0137,4.0,582.5847,3.0
71679,666.5093,4.0,428.7782,2.0,510.431,3.0
71680,501.4841,3.0,432.5231,2.0,494.6245,2.0
71681,482.1754,2.0,463.4557,2.0,363.6541,1.0
71682,486.5276,2.0,403.222,2.0,499.9792,2.0
71683,629.8204,4.0,231.0814,1.0,476.3692,2.0
71684,660.5231,4.0,653.6536,4.0,489.714,2.0
71685,459.2184,2.0,652.8738,4.0,508.9417,3.0
71686,508.2331,3.0,564.6491,3.0,578.1133,3.0
71687,478.628,2.0,469.1022,2.0,418.3934,2.0
71688,620.4306,4.0,636.0265,4.0,626.3811,4.0
71689,502.9138,3.0,334.8839,1.0,504.8824,3.0
71690,464.8555,2.0,534.4778,3.0,542.6252,3.0
71691,522.5999,3.0,339.4555,1.0,355.5789,1.0
71692,600.8958,4.0,553.114,3.0,552.2761,3.0
71693,343.7309,1.0,423.4043,2.0,407.7081,2.0
71694,549.9287,3.0,614.4197,4.0,725.6069,4.0
71695,384.2816,1.0,524.9375,3.0,545.3021,3.0
71696,593.3931,3.0,511.5667,3.0,593.5853,3.0
71697,429.738,2.0,529.2766,3.0,556.9427,3.0
71698,391.441,1.0,479.5975,2.0,611.0785,4.0
71699,468.1702,2.0,544.0739,3.0,573.4162,3.0
71700,702.4697,4.0,494.4652,2.0,651.4241,4.0
71701,542.6826,3.0,448.2924,2.0,594.6791,3.0
71702,515.4831,3.0,631.7602,4.0,523.3036,3.0
71703,334.7117,1.0,488.9137,2.0,417.6673,2.0
71704,521.6611,3.0,599.1991,3.0,389.8603,1.0
71705,572.4865,3.0,534.5065,3.0,615.796,4.0
71706,437.6154,2.0,449.1333,2.0,492.8428,2.0
71707,488.1678,2.0,560.3795,3.0,546.0046,3.0
71708,497.0913,2.0,539.2057,3.0,382.0088,1.0
71709,483.0838,2.0,518.5438,3.0,453.2268,2.0
71710,,,,,,
71711,353.8138,1.0,497.1235,2.0,371.5791,1.0
71712,505.4537,3.0,566.0088,3.0,552.8831,3.0
71713,584.0601,3.0,502.4081,3.0,504.626,3.0
71714,512.4456,3.0,490.1169,2.0,482.3218,2.0
71715,479.3839,2.0,451.691,2.0,481.2679,2.0
71716,525.8602,3.0,623.7288,4.0,576.2362,3.0
71717,458.6907,2.0,429.2692,2.0,513.4134,3.0
71718,412.1006,2.0,378.8484,1.0,391.0243,1.0
71719,,,,,487.1048,2.0
71720,404.4813,2.0,564.5267,3.0,430.2459,2.0
71721,481.378,2.0,513.5192,3.0,353.3259,1.0
71722,550.1553,3.0,783.7064,4.0,657.6625,4.0
71723,381.2617,1.0,522.5989,3.0,465.5227,2.0
71724,575.4584,3.0,674.6246,4.0,459.7224,2.0
71725,412.9695,2.0,454.6998,2.0,360.5296,1.0
71726,419.4423,2.0,655.8281,4.0,487.7152,2.0
71727,422.1133,2.0,457.6255,2.0,564.0907,3.0
71728,486.2328,2.0,387.9614,1.0,444.4286,2.0
71729,527.5899,3.0,549.8318,3.0,509.1013,3.0
71730,474.8242,2.0,271.5785,1.0,503.0095,3.0
71731,572.5687,3.0,604.9669,4.0,620.8839,4.0
71732,652.388,4.0,517.6011,3.0,624.6264,4.0
71733,423.608,2.0,563.7132,3.0,504.343,3.0
71734,582.3122,3.0,437.1888,2.0,388.2566,1.0
71735,508.5795,3.0,527.5458,3.0,618.0107,4.0
71736,508.0429,3.0,675.0794,4.0,572.0228,3.0
71737,453.4597,2.0,422.5686,2.0,520.2307,3.0
71738,410.3654,2.0,621.1566,4.0,461.9678,2.0
71739,346.4127,1.0,450.5494,2.0,358.6729,1.0
71740,436.6896,2.0,403.9189,2.0,382.1965,1.0
71741,677.9031,4.0,515.4785,3.0,519.8618,3.0
71742,594.995,3.0,405.3572,2.0,441.6211,2.0
71743,532.4775,3.0,495.6417,2.0,495.6997,2.0
71744,504.6545,3.0,402.9144,2.0,491.0331,2.0
71745,508.4293,3.0,511.7613,3.0,711.8139,4.0
71746,474.8862,2.0,490.2608,2.0,,
71747,451.9815,2.0,411.3746,2.0,553.3268,3.0
71748,679.8392,4.0,442.9939,2.0,519.0773,3.0
71749,437.4615,2.0,133.8285,1.0,398.7595,1.0
71750,488.3937,2.0,391.4012,1.0,675.5627,4.0
71751,409.9009,2.0,275.9122,1.0,289.4898,1.0
71752,764.2381,4.0,735.534,4.0,683.3653,4.0
71753,718.8277,4.0,452.5614,2.0,499.6952,2.0
71754,657.4012,4.0,633.7196,4.0,503.1664,3.0
71755,435.8561,2.0,477.2755,2.0,482.481,2.0
71756,487.5254,2.0,532.6827,3.0,415.7553,2.0
71757,495.6788,2.0,644.0312,4.0,480.2371,2.0
71758,436.6489,2.0,624.4674,4.0,499.7961,2.0
71759,507.7124,3.0,395.3258,1.0,551.7527,3.0
71760,662.3627,4.0,694.1136,4.0,641.3917,4.0
71761,611.0858,4.0,,,490.3195,2.0
71762,645.755,4.0,591.8176,3.0,521.254,3.0
71763,603.4909,4.0,647.4852,4.0,500.7279,3.0
71764,578.7158,3.0,557.584,3.0,662.4566,4.0
71765,704.6087,4.0,544.6599,3.0,644.0842,4.0
71766,299.7913,1.0,406.3753,2.0,474.8365,2.0
71767,569.5585,3.0,597.4575,3.0,538.7206,3.0
71768,434.7014,2.0,530.9798,3.0,603.6539,4.0
71769,574.3574,3.0,419.0961,2.0,666.3811,4.0
71770,382.5217,1.0,476.6646,2.0,372.9309,1.0
71771,716.2199,4.0,572.9472,3.0,662.4957,4.0
71772,627.1776,4.0,528.6798,3.0,622.6945,4.0
71773,651.2355,4.0,523.9325,3.0,628.9709,4.0
71774,538.9803,3.0,319.1553,1.0,,
71775,578.6202,3.0,432.832,2.0,438.9089,2.0
71776,535.0963,3.0,491.6243,2.0,410.8894,2.0
71777,500.8803,3.0,521.6595,3.0,522.99,3.0
71778,450.1363,2.0,730.7014,4.0,568.4883,3.0
71779,322.2636,1.0,488.7414,2.0,345.1143,1.0
71780,381.7286,1.0,529.7558,3.0,479.1037,2.0
71781,521.9681,3.0,444.6253,2.0,,
71782,559.4798,3.0,553.8432,3.0,607.7289,4.0
71783,491.8808,2.0,425.4872,2.0,619.6042,4.0
71784,392.4755,1.0,436.5455,2.0,334.3586,1.0
71785,546.4788,3.0,551.7657,3.0,486.7839,2.0
71786,359.5063,1.0,519.5497,3.0,293.4796,1.0
71787,458.8284,2.0,463.7956,2.0,444.2509,2.0
71788,655.4426,4.0,597.6213,3.0,583.9417,3.0
71789,354.2603,1.0,317.9422,1.0,443.59,2.0
71790,385.8516,1.0,484.9938,2.0,480.6287,2.0
71791,594.7763,3.0,626.8334,4.0,624.0074,4.0
71792,508.1999,3.0,446.5332,2.0,561.8156,3.0
71793,542.6826,3.0,510.7396,3.0,469.2432,2.0
71794,573.4722,3.0,393.6097,1.0,597.6352,3.0
71795,696.2231,4.0,439.9804,2.0,511.8146,3.0
71796,474.4985,2.0,566.5217,3.0,454.6983,2.0
71797,573.1829,3.0,620.9286,4.0,733.516,4.0
71798,477.1765,2.0,676.9962,4.0,519.5775,3.0
71799,553.0236,3.0,459.2155,2.0,510.2736,3.0
71800,528.2419,3.0,392.6784,1.0,583.0845,3.0
71801,644.5709,4.0,706.3463,4.0,734.5818,4.0
71802,508.9922,3.0,582.0294,3.0,563.4549,3.0
71803,,,,,422.7695,2.0
71804,669.2999,4.0,602.9778,4.0,594.5807,3.0
71805,573.0598,3.0,572.9258,3.0,646.0749,4.0
71806,486.4673,2.0,555.1963,3.0,310.9078,1.0
71807,572.3273,3.0,551.681,3.0,539.9081,3.0
71808,487.2413,2.0,398.9113,1.0,466.7952,2.0
71809,482.6402,2.0,567.3474,3.0,495.0345,2.0
71810,479.8799,2.0,481.2304,2.0,331.2269,1.0
71811,620.4306,4.0,485.5793,2.0,668.7701,4.0
71812,293.7141,1.0,651.8085,4.0,462.3019,2.0
71813,400.845,2.0,321.1617,1.0,506.4595,3.0
71814,610.682,4.0,585.3173,3.0,655.5484,4.0
71815,385.7517,1.0,423.674,2.0,279.737,1.0
71816,434.1939,2.0,538.7538,3.0,467.8623,2.0
71817,355.0415,1.0,333.8502,1.0,405.2947,2.0
71818,506.0586,3.0,418.9315,2.0,497.0029,2.0
71819,479.4297,2.0,650.2046,4.0,517.9853,3.0
71820,535.2826,3.0,599.5107,3.0,498.6088,2.0
71821,556.4793,3.0,402.5964,2.0,462.1202,2.0
71822,485.426,2.0,536.5591,3.0,540.9556,3.0
71823,467.9413,2.0,536.6957,3.0,535.802,3.0
71824,651.0813,4.0,574.4208,3.0,573.6671,3.0
71825,567.455,3.0,582.3122,3.0,591.2971,3.0
71826,544.4769,3.0,412.1695,2.0,546.6885,3.0
71827,,,,,375.6588,1.0
71828,608.8135,4.0,538.6993,3.0,554.9726,3.0
71829,490.0531,2.0,386.5069,1.0,504.3943,3.0
71830,449.3377,2.0,588.7586,3.0,535.7847,3.0
71831,558.3401,3.0,476.3549,2.0,457.5828,2.0
71832,569.5585,3.0,561.6028,3.0,419.4955,2.0
71833,350.1339,1.0,549.0403,3.0,490.4773,2.0
71834,539.8228,3.0,582.3245,3.0,553.1497,3.0
71835,581.8984,3.0,432.7072,2.0,512.6253,3.0
71836,482.3455,2.0,591.3588,3.0,444.206,2.0
71837,336.2022,1.0,351.3178,1.0,374.6388,1.0
71838,518.9417,3.0,431.9808,2.0,342.19,1.0
71839,516.8494,3.0,489.5183,2.0,347.8096,1.0
71840,449.7105,2.0,614.8381,4.0,453.7441,2.0
71841,637.2842,4.0,625.6447,4.0,475.264,2.0
71842,384.9875,1.0,520.2622,3.0,495.5085,2.0
71843,581.22,3.0,543.0946,3.0,467.1659,2.0
71844,612.9538,4.0,522.1039,3.0,578.1851,3.0
71845,,,,,309.9543,1.0
71846,388.4648,1.0,403.7021,2.0,514.9855,3.0
71847,441.607,2.0,514.9904,3.0,649.4877,4.0
71848,680.0847,4.0,528.0786,3.0,461.1869,2.0
71849,601.0464,4.0,669.6957,4.0,447.2188,2.0
71850,572.4887,3.0,499.8634,2.0,522.1403,3.0
71851,627.9281,4.0,583.1486,3.0,601.9023,4.0
71852,522.2361,3.0,597.9694,3.0,661.5975,4.0
71853,528.7159,3.0,597.3578,3.0,421.2587,2.0
71854,506.027,3.0,382.0838,1.0,478.3372,2.0
71855,614.1232,4.0,644.1136,4.0,452.2177,2.0
71856,699.4472,4.0,443.0539,2.0,514.3992,3.0
71857,745.0535,4.0,486.1621,2.0,635.1546,4.0
71858,561.1693,3.0,525.438,3.0,643.4268,4.0
71859,561.0754,3.0,436.3155,2.0,587.6769,3.0
71860,337.7995,1.0,442.9863,2.0,491.0768,2.0
71861,653.0181,4.0,669.6459,4.0,751.3123,4.0
71862,502.7495,3.0,452.0296,2.0,491.7159,2.0
71863,,,,,,
71864,417.3266,2.0,454.8188,2.0,391.6883,1.0
71865,553.2117,3.0,714.3578,4.0,566.8176,3.0
71866,424.7882,2.0,522.8595,3.0,414.1162,2.0
71867,435.4226,2.0,606.2964,4.0,540.7888,3.0
71868,,,,,403.8258,2.0
71869,403.8983,2.0,435.1967,2.0,422.2949,2.0
71870,424.654,2.0,418.7646,2.0,622.8199,4.0
71871,359.6926,1.0,227.8471,1.0,357.114,1.0
71872,424.162,2.0,624.415,4.0,467.0813,2.0
71873,620.957,4.0,703.6065,4.0,,
71874,654.2206,4.0,,,491.2961,2.0
71875,419.016,2.0,577.2782,3.0,439.7383,2.0
71876,453.7196,2.0,414.989,2.0,549.8135,3.0
71877,555.2365,3.0,503.1677,3.0,395.0757,1.0
71878,617.0446,4.0,520.63,3.0,612.7387,4.0
71879,435.8018,2.0,515.8881,3.0,451.3504,2.0
71880,503.1347,3.0,414.3378,2.0,418.4475,2.0
71881,478.057,2.0,609.0731,4.0,399.4994,1.0
71882,565.6381,3.0,321.1791,1.0,478.3987,2.0
71883,603.6788,4.0,638.3815,4.0,544.2858,3.0
71884,547.1914,3.0,534.6396,3.0,457.0227,2.0
71885,363.4282,1.0,484.8401,2.0,374.6316,1.0
71886,637.8527,4.0,338.8423,1.0,606.669,4.0
71887,728.2332,4.0,606.8623,4.0,689.1025,4.0
71888,517.6693,3.0,572.077,3.0,464.006,2.0
71889,384.5343,1.0,445.3335,2.0,561.0264,3.0
71890,444.1349,2.0,489.8144,2.0,488.5002,2.0
71891,526.2725,3.0,563.5484,3.0,423.2081,2.0
71892,366.2639,1.0,289.0097,1.0,494.3986,2.0
71893,401.4966,2.0,592.6566,3.0,,
71894,428.3455,2.0,472.8285,2.0,321.4549,1.0
71895,540.539,3.0,563.2437,3.0,517.2358,3.0
71896,562.2778,3.0,570.7184,3.0,592.8359,3.0
71897,618.6616,4.0,561.8246,3.0,494.6504,2.0
71898,569.8543,3.0,428.3488,2.0,427.0847,2.0
71899,386.4064,1.0,493.7304,2.0,341.1541,1.0
71900,507.7773,3.0,492.2951,2.0,484.2513,2.0
71901,483.1272,2.0,528.1142,3.0,366.4157,1.0
71902,395.6627,1.0,514.6425,3.0,441.0264,2.0
71903,334.0011,1.0,466.4544,2.0,345.5652,1.0
71904,594.6076,3.0,516.7259,3.0,752.0137,4.0
71905,378.6254,1.0,488.8255,2.0,460.6574,2.0
71906,394.882,1.0,452.6159,2.0,522.2544,3.0
71907,538.0308,3.0,492.9763,2.0,570.406,3.0
71908,550.6982,3.0,535.0377,3.0,438.0087,2.0
71909,458.6933,2.0,487.1477,2.0,565.2918,3.0
71910,493.3205,2.0,517.6365,3.0,353.8261,1.0
71911,564.8381,3.0,594.3951,3.0,582.3067,3.0
71912,351.283,1.0,472.3104,2.0,353.4307,1.0
71913,479.2653,2.0,737.9158,4.0,561.1031,3.0
71914,401.6234,2.0,416.843,2.0,576.9563,3.0
71915,501.4841,3.0,353.6024,1.0,,
71916,577.6088,3.0,576.8815,3.0,731.8159,4.0
71917,520.0453,3.0,414.8063,2.0,425.2345,2.0
71918,515.6661,3.0,485.0919,2.0,510.3372,3.0
71919,469.1514,2.0,395.5959,1.0,483.8589,2.0
71920,,,,,,
71921,487.3629,2.0,493.2822,2.0,595.5215,3.0
71922,701.4185,4.0,677.042,4.0,663.6199,4.0
71923,569.0087,3.0,494.1577,2.0,489.0936,2.0
71924,474.3598,2.0,516.284,3.0,692.4602,4.0
71925,545.1536,3.0,638.0397,4.0,503.5043,3.0
71926,531.6945,3.0,586.9894,3.0,523.2523,3.0
71927,415.4374,2.0,548.9224,3.0,502.8322,3.0
71928,487.629,2.0,316.1967,1.0,509.3726,3.0
71929,473.4245,2.0,402.4231,2.0,366.3495,1.0
71930,373.9094,1.0,343.4216,1.0,449.6678,2.0
71931,297.7297,1.0,377.3259,1.0,296.2433,1.0
71932,511.7509,3.0,386.8559,1.0,470.4471,2.0
71933,367.3908,1.0,539.3971,3.0,401.0007,2.0
71934,464.4945,2.0,575.8527,3.0,512.3185,3.0
71935,465.8879,2.0,414.3621,2.0,566.5885,3.0
71936,557.7178,3.0,661.022,4.0,642.5764,4.0
71937,640.4188,4.0,495.562,2.0,404.3095,2.0
71938,464.2591,2.0,422.3618,2.0,373.4689,1.0
71939,443.7951,2.0,328.4533,1.0,427.9415,2.0
71940,506.4318,3.0,451.6353,2.0,611.3336,4.0
71941,477.9022,2.0,507.7466,3.0,485.924,2.0
71942,495.1293,2.0,318.9993,1.0,402.6498,2.0
71943,577.1482,3.0,498.3492,2.0,529.6574,3.0
71944,333.4415,1.0,303.1371,1.0,331.9594,1.0
71945,497.1419,2.0,596.1144,3.0,457.8811,2.0
71946,583.518,3.0,536.1996,3.0,442.8384,2.0
71947,482.8913,2.0,647.0349,4.0,462.7381,2.0
71948,488.5334,2.0,399.3528,1.0,500.7078,3.0
71949,602.8293,4.0,716.1334,4.0,513.0502,3.0
71950,394.2482,1.0,501.8152,3.0,379.2237,1.0
71951,442.3989,2.0,602.0956,4.0,634.0897,4.0
71952,495.1298,2.0,512.1621,3.0,512.3303,3.0
71953,638.558,4.0,613.8735,4.0,410.0699,2.0
71954,619.4069,4.0,531.4895,3.0,450.6925,2.0
71955,527.737,3.0,579.0827,3.0,518.0165,3.0
71956,523.5104,3.0,478.6249,2.0,485.4884,2.0
71957,518.889,3.0,497.6092,2.0,513.1887,3.0
71958,418.5147,2.0,379.5943,1.0,262.1039,1.0
71959,598.4697,3.0,515.6574,3.0,668.0607,4.0
71960,577.8187,3.0,606.5856,4.0,615.5568,4.0
71961,664.1468,4.0,600.7269,4.0,649.9906,4.0
71962,553.3668,3.0,523.626,3.0,504.1303,3.0
71963,489.9842,2.0,446.6819,2.0,544.5268,3.0
71964,587.3588,3.0,657.4476,4.0,713.1663,4.0
71965,556.6414,3.0,590.7913,3.0,565.621,3.0
71966,424.5141,2.0,552.4297,3.0,611.3488,4.0
71967,453.4433,2.0,450.467,2.0,527.6325,3.0
71968,426.3261,2.0,462.6606,2.0,461.4768,2.0
71969,568.9998,3.0,572.9899,3.0,599.9524,3.0
71970,470.6091,2.0,436.4409,2.0,564.1877,3.0
71971,647.3663,4.0,401.8374,2.0,339.8867,1.0
71972,555.2704,3.0,523.1426,3.0,681.6754,4.0
71973,563.4313,3.0,439.9443,2.0,483.1472,2.0
71974,656.9287,4.0,565.7546,3.0,507.8485,3.0
71975,672.4883,4.0,623.9148,4.0,474.9177,2.0
71976,471.522,2.0,419.4684,2.0,411.3452,2.0
71977,465.7801,2.0,621.1651,4.0,502.2401,3.0
71978,451.7612,2.0,544.4972,3.0,641.5497,4.0
71979,435.5385,2.0,619.8907,4.0,556.0598,3.0
71980,420.7084,2.0,428.7346,2.0,558.1018,3.0
71981,562.031,3.0,434.6355,2.0,549.7104,3.0
71982,563.6433,3.0,489.3327,2.0,517.8872,3.0
71983,458.2913,2.0,425.8344,2.0,537.3501,3.0
71984,446.2459,2.0,592.843,3.0,429.1802,2.0
71985,423.6384,2.0,643.8602,4.0,490.2653,2.0
71986,415.045,2.0,440.7001,2.0,426.6728,2.0
71987,444.3802,2.0,541.5642,3.0,,
71988,,,,,,
71989,445.9923,2.0,524.5287,3.0,648.7579,4.0
71990,334.5915,1.0,387.5247,1.0,356.3554,1.0
71991,417.4602,2.0,372.0218,1.0,419.7137,2.0
71992,427.3025,2.0,537.6378,3.0,562.5457,3.0
71993,564.7957,3.0,550.8761,3.0,571.2489,3.0
71994,472.4234,2.0,517.1659,3.0,532.0668,3.0
71995,391.756,1.0,489.8156,2.0,459.7987,2.0
71996,290.1631,1.0,542.3098,3.0,410.3657,2.0
71997,686.5167,4.0,539.2628,3.0,700.8178,4.0
71998,449.7284,2.0,427.604,2.0,512.1841,3.0
71999,560.9454,3.0,599.7378,3.0,512.0218,3.0
72000,553.5042,3.0,526.5243,3.0,450.8629,2.0
72001,401.5554,2.0,356.7628,1.0,,
72002,272.0406,1.0,590.8585,3.0,,
72003,212.7205,1.0,489.6596,2.0,417.9298,2.0
72004,485.2141,2.0,196.6879,1.0,438.8753,2.0
72005,564.2261,3.0,609.8613,4.0,536.5499,3.0
72006,557.9144,3.0,584.6438,3.0,582.7368,3.0
72007,628.3502,4.0,621.8195,4.0,481.811,2.0
72008,542.0323,3.0,488.6116,2.0,506.0406,3.0
72009,386.4431,1.0,515.3336,3.0,364.6109,1.0
72010,778.6512,4.0,705.5255,4.0,532.4084,3.0
72011,455.6521,2.0,553.668,3.0,360.1475,1.0
72012,469.1478,2.0,341.2397,1.0,420.3499,2.0
72013,707.2996,4.0,553.6383,3.0,704.5433,4.0
72014,393.3857,1.0,453.6926,2.0,453.4939,2.0
72015,462.3297,2.0,585.5565,3.0,364.9048,1.0
72016,382.1186,1.0,,,,
72017,,,,,,
72018,650.1752,4.0,564.7789,3.0,645.0718,4.0
72019,551.7733,3.0,684.6041,4.0,439.7867,2.0
72020,499.7867,2.0,387.8765,1.0,469.902,2.0
72021,533.7668,3.0,570.5746,3.0,614.1067,4.0
72022,489.4529,2.0,422.094,2.0,364.4255,1.0
72023,521.0004,3.0,413.6371,2.0,672.8671,4.0
72024,535.7886,3.0,326.4313,1.0,,
72025,496.4568,2.0,563.4302,3.0,472.464,2.0
72026,618.5816,4.0,539.286,3.0,539.0563,3.0
72027,266.6585,1.0,471.4591,2.0,421.5333,2.0
72028,373.0999,1.0,537.9215,3.0,490.6721,2.0
72029,439.9718,2.0,577.2269,3.0,469.0074,2.0
72030,607.469,4.0,645.9456,4.0,662.558,4.0
72031,498.284,2.0,602.4942,4.0,489.8597,2.0
72032,352.0841,1.0,411.5767,2.0,351.9962,1.0
72033,562.0148,3.0,592.6488,3.0,420.3325,2.0
72034,476.531,2.0,436.272,2.0,495.6373,2.0
72035,379.7578,1.0,482.6382,2.0,300.6176,1.0
72036,481.6102,2.0,456.8053,2.0,379.2389,1.0
72037,443.8877,2.0,147.1236,1.0,611.9998,4.0
72038,,,,,415.7349,2.0
72039,543.0346,3.0,398.2545,1.0,642.7699,4.0
72040,547.3017,3.0,453.8004,2.0,426.61,2.0
72041,503.5445,3.0,635.9003,4.0,537.9811,3.0
72042,723.3175,4.0,521.3911,3.0,620.546,4.0
72043,538.787,3.0,414.7392,2.0,459.1476,2.0
72044,370.9171,1.0,414.9286,2.0,340.4846,1.0
72045,466.7363,2.0,437.2569,2.0,393.0108,1.0
72046,584.0816,3.0,667.5555,4.0,502.534,3.0
72047,453.9046,2.0,504.9622,3.0,394.8962,1.0
72048,453.9076,2.0,524.984,3.0,732.3755,4.0
72049,423.1122,2.0,475.2034,2.0,344.3964,1.0
72050,417.0351,2.0,315.013,1.0,529.3849,3.0
72051,501.0304,3.0,527.6927,3.0,629.0123,4.0
72052,451.5494,2.0,391.5447,1.0,231.8057,1.0
72053,516.5354,3.0,360.5757,1.0,406.8046,2.0
72054,378.4384,1.0,408.7343,2.0,552.662,3.0
72055,630.6393,4.0,477.5531,2.0,537.7293,3.0
72056,467.3107,2.0,438.4595,2.0,564.1503,3.0
72057,411.4175,2.0,453.659,2.0,449.3965,2.0
72058,568.9327,3.0,661.9557,4.0,566.474,3.0
72059,646.7344,4.0,557.4213,3.0,676.1758,4.0
72060,509.8187,3.0,442.089,2.0,489.1351,2.0
72061,620.8124,4.0,409.7292,2.0,,
72062,490.7567,2.0,542.9426,3.0,405.3449,2.0
72063,590.4124,3.0,437.6663,2.0,547.7411,3.0
72064,426.0092,2.0,411.37,2.0,465.6356,2.0
72065,672.6937,4.0,470.1085,2.0,657.6406,4.0
72066,521.597,3.0,477.4801,2.0,581.7724,3.0
72067,497.2785,2.0,597.7117,3.0,649.8456,4.0
72068,533.3361,3.0,674.8199,4.0,638.5832,4.0
72069,663.2174,4.0,584.6865,3.0,522.9243,3.0
72070,647.7559,4.0,524.5157,3.0,379.5485,1.0
72071,344.4613,1.0,401.3135,2.0,479.9651,2.0
72072,454.3457,2.0,532.8994,3.0,494.338,2.0
72073,518.2098,3.0,468.907,2.0,452.9429,2.0
72074,721.8643,4.0,432.0932,2.0,521.7736,3.0
72075,347.9143,1.0,413.8629,2.0,558.673,3.0
72076,607.4186,4.0,528.8703,3.0,633.6788,4.0
72077,408.3917,2.0,321.0434,1.0,404.6436,2.0
72078,485.1262,2.0,226.0821,1.0,493.1531,2.0
72079,478.1474,2.0,546.8455,3.0,391.5168,1.0
72080,611.9969,4.0,666.7652,4.0,443.1879,2.0
72081,476.3057,2.0,582.951,3.0,418.9738,2.0
72082,508.7042,3.0,453.1777,2.0,606.5016,4.0
72083,559.0196,3.0,622.8059,4.0,512.446,3.0
72084,600.2208,4.0,606.4536,4.0,478.2908,2.0
72085,365.8968,1.0,543.507,3.0,486.5877,2.0
72086,551.9553,3.0,585.7781,3.0,524.2141,3.0
72087,404.2188,2.0,365.3689,1.0,481.3304,2.0
72088,328.9547,1.0,244.6537,1.0,383.3969,1.0
72089,548.3239,3.0,570.1475,3.0,543.4567,3.0
72090,535.0963,3.0,644.2825,4.0,546.0195,3.0
72091,428.2442,2.0,592.4232,3.0,541.2477,3.0
72092,466.7363,2.0,445.7139,2.0,451.3564,2.0
72093,497.9933,2.0,564.1506,3.0,605.5444,4.0
72094,530.7893,3.0,487.6918,2.0,624.9183,4.0
72095,719.0268,4.0,611.7114,4.0,486.4673,2.0
72096,515.2922,3.0,645.3076,4.0,489.208,2.0
72097,499.9585,2.0,700.5766,4.0,471.4572,2.0
72098,477.5824,2.0,501.9077,3.0,626.0413,4.0
72099,456.9528,2.0,607.0078,4.0,517.4714,3.0
72100,651.3177,4.0,496.0091,2.0,607.9235,4.0
72101,550.4996,3.0,488.2316,2.0,480.8802,2.0
72102,479.2375,2.0,503.5871,3.0,494.9896,2.0
72103,474.8202,2.0,419.327,2.0,399.9757,1.0
72104,316.6634,1.0,425.5063,2.0,524.1913,3.0
72105,426.4055,2.0,343.069,1.0,443.7295,2.0
72106,,,,,259.9092,1.0
72107,509.4994,3.0,562.9167,3.0,508.8863,3.0
72108,359.4643,1.0,390.8105,1.0,,
72109,483.8082,2.0,539.9207,3.0,695.6321,4.0
72110,545.1139,3.0,599.8309,3.0,609.4993,4.0
72111,494.9799,2.0,400.4512,2.0,428.0898,2.0
72112,607.2679,4.0,609.0092,4.0,519.6849,3.0
72113,580.4636,3.0,404.6269,2.0,418.2174,2.0
72114,764.2381,4.0,542.0865,3.0,503.7162,3.0
72115,627.9747,4.0,569.1964,3.0,515.7061,3.0
72116,513.7977,3.0,553.992,3.0,457.2351,2.0
72117,460.1023,2.0,459.8798,2.0,519.4319,3.0
72118,469.9562,2.0,535.3074,3.0,528.0451,3.0
